time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,Power thermal,Power TOT,jetson_clocks,nvp model
2024-05-30 18:04:09.791537,0:16:57.940000,9,5,19,22,0.7533825932196375,0.06393131917393285,0,0.0,23.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,47.5,40.5,39.5,38.0,40.25,3200,6643,OFF,MAXN
2024-05-30 18:04:10.793051,0:16:58.940000,15,6,10,11,0.7536555657824457,0.06393131917393285,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,47.5,41.0,40.5,37.5,40.25,3911,7269,OFF,MAXN
2024-05-30 18:04:11.794545,0:16:59.940000,15,6,15,11,0.7537206061764723,0.06393131917393285,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,47.5,41.0,40.5,38.0,40.25,3836,7188,OFF,MAXN
2024-05-30 18:04:12.796049,0:17:00.940000,14,6,18,6,0.7537817047284366,0.06393131917393285,0,0.0,2.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,47.5,40.5,40.5,38.5,40.0,3038,6522,OFF,MAXN
2024-05-30 18:04:13.797517,0:17:01.940000,17,6,15,6,0.7537511554524545,0.06393131917393285,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,47.5,41.0,40.5,38.0,40.25,3911,7309,OFF,MAXN
2024-05-30 18:04:14.798129,0:17:02.940000,18,7,12,11,0.753842803280401,0.06393131917393285,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,47.5,41.0,40.5,38.0,40.0,3796,7147,OFF,MAXN
2024-05-30 18:04:15.799395,0:17:03.940000,12,14,13,7,0.7539039018323653,0.06393131917393285,0,0.0,1.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,47.5,41.0,40.0,38.5,40.0,2479,6177,OFF,MAXN
2024-05-30 18:04:16.800962,0:17:04.940000,12,20,9,10,0.7538122540044188,0.06393131917393285,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,47.5,41.0,40.5,38.5,40.5,3911,7269,OFF,MAXN
2024-05-30 18:04:17.802415,0:17:05.950000,24,11,12,3,0.7537856465704988,0.06393131917393285,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,47.5,41.0,40.5,38.5,40.5,3634,7078,OFF,MAXN
2024-05-30 18:04:18.803890,0:17:06.950000,18,8,15,2,0.7536289583485258,0.06393131917393285,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,48.0,41.0,40.5,38.5,40.75,2357,6014,OFF,MAXN
2024-05-30 18:04:19.805680,0:17:07.950000,20,15,7,12,0.753688085979459,0.06393003378641102,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,48.0,41.0,41.0,38.5,40.75,3917,7228,OFF,MAXN
2024-05-30 18:04:20.807590,0:17:08.950000,17,11,6,15,0.753688085979459,0.06392874839888917,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,48.0,41.5,41.0,39.0,41.0,3594,6957,OFF,MAXN
2024-05-30 18:04:21.809070,0:17:09.950000,8,16,10,7,0.7537472136103923,0.06392874839888917,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,48.0,41.5,41.0,39.0,41.0,2600,5820,OFF,MAXN
2024-05-30 18:04:22.810511,0:17:10.950000,10,12,16,10,0.7538388614383388,0.06392874839888917,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,48.5,41.5,41.0,39.0,41.0,3911,7309,OFF,MAXN
2024-05-30 18:04:23.812003,0:17:11.950000,12,6,17,10,0.7537511554524545,0.06392874839888917,0,0.0,61.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,48.0,42.0,40.5,39.0,41.0,3316,6684,OFF,MAXN
2024-05-30 18:04:24.813518,0:17:12.950000,13,17,6,3,0.7538161958464811,0.06392874839888917,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,48.0,41.5,41.0,39.0,41.0,3403,6451,OFF,MAXN
2024-05-30 18:04:25.815155,0:17:13.950000,6,22,5,13,0.7537550972945167,0.06392874839888917,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,48.0,41.5,41.0,39.0,41.25,3876,7228,OFF,MAXN
2024-05-30 18:04:26.816574,0:17:14.950000,8,18,7,10,0.7537284898605967,0.06392874839888917,0,0.0,0.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,48.0,41.5,40.5,39.0,41.0,2678,6248,OFF,MAXN
2024-05-30 18:04:27.818053,0:17:15.960000,11,19,13,4,0.7539423347924719,0.06392874839888917,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,48.5,41.5,41.0,39.0,41.25,3911,7269,OFF,MAXN
2024-05-30 18:04:28.819525,0:17:16.960000,13,20,11,3,0.753972884068454,0.06392874839888917,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.0,41.5,41.5,39.5,41.25,3755,7188,OFF,MAXN
2024-05-30 18:04:29.820952,0:17:17.960000,18,7,10,2,0.753915727358552,0.06392874839888917,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.0,42.0,41.5,39.0,41.5,2479,6136,OFF,MAXN
2024-05-30 18:04:30.822110,0:17:18.960000,16,11,14,10,0.7537925447941077,0.06392874839888917,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.0,42.0,41.5,39.0,41.25,3911,7309,OFF,MAXN
2024-05-30 18:04:31.823576,0:17:19.960000,18,7,12,11,0.753670347690179,0.06392296415504087,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,48.5,41.5,41.0,39.5,41.5,3518,6916,OFF,MAXN
2024-05-30 18:04:32.825033,0:17:20.960000,10,9,13,10,0.7537294753211123,0.06392296415504087,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.0,42.0,42.0,39.5,41.75,2397,5625,OFF,MAXN
2024-05-30 18:04:33.826548,0:17:21.960000,11,14,10,12,0.7537334171631745,0.06392296415504087,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.0,42.0,41.5,39.5,41.75,3911,7309,OFF,MAXN
2024-05-30 18:04:34.828048,0:17:22.960000,18,7,7,13,0.7537334171631745,0.06392296415504087,0,0.0,51.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.0,42.5,41.5,39.5,41.75,3281,6684,OFF,MAXN
2024-05-30 18:04:35.829492,0:17:23.960000,10,16,10,4,0.7536723186112102,0.06392167876751903,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.5,42.0,42.0,40.0,42.0,3321,6411,OFF,MAXN
2024-05-30 18:04:36.831031,0:17:24.960000,10,22,5,10,0.7537028678871923,0.06392039337999718,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.0,42.5,42.0,40.0,41.75,3870,7349,OFF,MAXN
2024-05-30 18:04:37.832537,0:17:25.970000,9,18,16,5,0.75376101005761,0.0639146091361489,0,0.0,1.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.0,42.0,42.0,40.0,42.0,2678,6248,OFF,MAXN
2024-05-30 18:04:38.834065,0:17:26.970000,14,13,6,12,0.7537915593335922,0.0639146091361489,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.5,42.5,42.0,40.0,42.0,3951,7269,OFF,MAXN
2024-05-30 18:04:39.835557,0:17:27.970000,11,12,16,8,0.753944305713503,0.0639146091361489,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.5,42.5,42.0,39.5,42.0,3755,7107,OFF,MAXN
2024-05-30 18:04:40.837044,0:17:28.970000,9,9,10,13,0.7540054042654672,0.0639146091361489,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.0,42.5,42.0,40.0,42.0,2519,6177,OFF,MAXN
2024-05-30 18:04:41.838477,0:17:29.970000,18,10,8,10,0.753944305713503,0.0639146091361489,0,0.0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.0,42.5,42.0,40.0,42.25,3911,7309,OFF,MAXN
2024-05-30 18:04:42.840014,0:17:30.970000,15,6,16,11,0.7539137564375208,0.0639146091361489,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.0,42.5,42.0,40.0,42.5,3553,7037,OFF,MAXN
2024-05-30 18:04:43.841577,0:17:31.970000,18,8,6,11,0.7538792653194765,0.0639120383611052,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.5,43.0,42.5,40.5,42.5,2799,5942,OFF,MAXN
2024-05-30 18:04:44.843187,0:17:32.970000,26,4,9,12,0.7538181667675121,0.0639120383611052,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.5,43.5,42.5,40.5,42.25,3870,7349,OFF,MAXN
2024-05-30 18:04:45.844663,0:17:33.970000,16,7,15,11,0.7538171813069966,0.0639120383611052,0,0.0,16.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,50.0,42.5,42.0,40.5,42.25,2957,6492,OFF,MAXN
2024-05-30 18:04:46.846187,0:17:34.970000,15,7,8,13,0.7539699276869074,0.0639120383611052,0,0.0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,50.0,42.5,42.5,40.0,42.0,3951,7269,OFF,MAXN
2024-05-30 18:04:47.847656,0:17:35.980000,17,8,12,11,0.754034968080934,0.0639120383611052,0,0.0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0.0,49.5,42.5,42.5,40.5,42.5,3796,7228,OFF,MAXN
