Index,CPU,GPU,RAM
1925,8.7,34.0,94.0
1926,30.3,34.0,94.0
1927,21.2,34.0,94.0
1928,8.3,34.0,94.0
1929,8.3,34.0,94.0
1930,12.9,34.0,94.0
1931,28.0,34.0,94.0
1932,8.7,34.0,94.0
1933,12.5,34.0,94.0
1934,20.0,34.0,94.0
1935,26.7,34.0,94.0
1936,23.1,34.0,94.0
1937,16.1,34.0,94.0
1938,12.5,34.0,94.0
1939,12.0,34.0,94.0
1940,17.4,34.0,94.0
1941,15.0,34.0,94.0
1942,13.8,34.0,94.0
1943,15.8,34.0,94.0
1944,12.5,34.0,94.0
1945,22.9,34.0,94.0
1946,21.4,34.0,94.1
1947,8.0,34.0,93.9
1948,12.5,34.0,93.9
1949,8.3,34.0,93.9
1950,9.7,34.0,93.9
1951,16.0,34.0,94.0
1952,12.5,34.0,94.0
1953,12.5,34.0,93.9
1954,19.4,34.0,93.9
1955,25.0,34.0,93.9
1956,12.5,34.0,93.9
1957,16.0,34.0,93.9
1958,8.3,34.0,93.9
1959,0.0,34.0,93.9
1960,8.3,34.0,93.9
1961,20.0,34.0,93.9
1962,25.0,34.0,93.9
1963,27.3,34.0,93.9
1964,24.0,35.0,93.9
1965,26.9,35.0,93.9
1966,16.0,35.0,94.0
1967,20.0,35.0,94.0
1968,20.8,35.0,94.0
1969,20.0,35.0,93.9
1970,16.7,35.0,93.9
1971,28.0,35.0,93.9
1972,35.5,35.0,93.9
1973,17.9,35.0,93.9
1974,20.8,35.0,93.9
1975,12.5,35.0,93.9
1976,20.0,35.0,93.9
1977,26.9,35.0,93.9
1978,23.1,35.0,93.9
1979,16.7,35.0,93.9
1980,24.2,35.0,93.9
1981,32.1,35.0,93.9
1982,22.7,35.0,93.9
1983,24.0,35.0,93.9
1984,20.0,35.0,93.9
1985,20.0,38.0,93.9
1986,17.9,38.0,93.9
1987,24.1,38.0,93.8
1988,20.0,38.0,93.8
1989,8.3,38.0,93.8
1990,21.9,38.0,93.8
1991,17.6,38.0,93.8
1992,16.7,38.0,93.8
1993,20.0,38.0,93.8
1994,14.8,38.0,93.8
1995,14.3,38.0,93.8
1996,16.7,38.0,93.8
1997,24.0,38.0,93.8
1998,21.9,38.0,93.8
1999,23.5,38.0,93.8
2000,16.7,38.0,93.8
2001,13.0,38.0,93.8
2002,15.6,38.0,93.8
2003,36.4,38.0,93.8
2004,25.0,37.0,93.8
2005,28.6,37.0,93.8
2006,33.3,37.0,93.8
2007,27.3,37.0,93.8
2008,12.5,37.0,93.8
2009,16.0,37.0,93.8
2010,16.7,37.0,93.8
2011,16.7,37.0,93.8
2012,23.1,37.0,93.8
2013,8.7,37.0,93.8
2014,41.2,37.0,93.8
2015,32.3,37.0,93.8
2016,25.8,37.0,93.8
2017,19.0,37.0,93.7
2018,18.2,37.0,93.7
2019,33.3,37.0,93.7
2020,21.2,37.0,93.7
2021,24.0,37.0,93.7
2022,32.0,37.0,93.7
2023,24.1,37.0,93.7
2024,23.1,38.0,93.7
2025,20.8,38.0,93.8
2026,24.2,38.0,93.5
2027,20.0,38.0,93.3
2028,18.2,38.0,93.1
2029,29.4,38.0,92.8
2030,18.2,38.0,92.8
2031,30.3,38.0,92.8
2032,21.2,38.0,92.8
2033,24.0,38.0,92.8
2034,12.5,38.0,92.8
2035,20.8,38.0,92.8
2036,24.0,38.0,92.8
2037,25.0,38.0,92.8
2038,28.0,38.0,92.8
2039,36.0,38.0,92.8
2040,39.4,38.0,92.8
2041,13.8,38.0,92.8
2042,30.8,36.0,92.8
2043,18.8,36.0,92.8
2044,13.0,36.0,92.8
2045,33.3,36.0,92.8
2046,16.0,36.0,92.8
2047,26.1,36.0,92.8
2048,29.0,36.0,92.8
2049,12.9,36.0,92.8
2050,28.6,36.0,92.8
2051,19.0,36.0,92.8
2052,20.0,36.0,92.8
2053,20.7,36.0,92.8
2054,20.0,36.0,92.8
2055,26.5,36.0,92.8
2056,28.6,36.0,92.8
2057,18.2,36.0,92.8
2058,26.5,36.0,92.8
2059,24.0,36.0,92.8
2060,26.9,36.0,92.8
2061,28.6,36.0,92.8
2062,24.0,37.0,92.8
2063,24.0,37.0,92.9
2064,29.4,37.0,92.8
2065,22.5,37.0,92.9
2066,58.0,37.0,92.9
2067,17.5,37.0,92.9
2068,15.4,37.0,92.9
2069,16.1,37.0,92.9
2070,21.2,37.0,92.9
2071,12.5,37.0,92.9
2072,18.5,37.0,92.9
2073,15.6,37.0,92.9
2074,21.9,37.0,92.9
2075,21.2,37.0,92.9
2076,21.9,37.0,92.9
2077,16.1,25.0,92.9
2078,12.5,25.0,93.0
2079,16.7,25.0,93.0
2080,16.7,25.0,93.0
2081,16.0,25.0,93.0
2082,16.7,25.0,92.9
2083,20.0,25.0,92.9
2084,21.9,25.0,92.9
2085,21.2,25.0,92.9
2086,25.0,25.0,92.9
2087,18.8,25.0,92.9
2088,16.7,25.0,92.9
2089,24.0,25.0,92.9
2090,24.2,25.0,92.9
2091,29.2,25.0,92.9
2092,22.7,25.0,92.9
2093,37.1,25.0,92.9
2094,43.2,25.0,93.0
2095,26.9,25.0,93.0
2096,24.0,40.0,93.0
2097,12.5,40.0,93.0
2098,24.0,40.0,93.0
2099,26.9,40.0,93.0
2100,20.0,40.0,93.0
2101,30.3,40.0,93.0
2102,30.8,40.0,93.0
2103,12.5,40.0,93.0
2104,12.5,40.0,93.0
2105,12.5,40.0,93.0
2106,20.8,40.0,93.0
2107,26.9,40.0,93.0
2108,20.0,40.0,93.0
2109,23.5,40.0,93.0
2110,26.5,40.0,93.0
2111,10.0,40.0,93.1
2112,15.0,40.0,93.1
2113,16.7,40.0,93.1
2114,8.3,40.0,93.2
2115,25.0,40.0,93.3
2116,24.0,36.0,93.3
2117,21.2,36.0,93.4
2118,24.0,36.0,93.3
2119,45.5,36.0,93.3
2120,28.6,36.0,93.3
2121,16.7,36.0,93.3
2122,24.0,36.0,93.3
2123,25.0,36.0,93.3
2124,23.8,36.0,93.3
2125,19.2,36.0,93.3
2126,21.2,36.0,93.3
2127,43.3,36.0,93.3
2128,18.2,36.0,93.3
2129,16.7,36.0,93.4
2130,15.2,36.0,93.4
2131,12.5,36.0,93.4
2132,24.0,36.0,93.4
2133,16.0,36.0,93.4
2134,12.5,36.0,93.4
2135,30.3,37.0,93.4
2136,18.2,37.0,93.4
2137,16.7,37.0,93.4
2138,28.6,37.0,93.4
2139,20.8,37.0,93.4
2140,16.1,37.0,93.4
2141,11.1,37.0,93.4
2142,16.7,37.0,93.4
2143,28.1,37.0,93.4
2144,15.6,37.0,93.4
2145,33.3,37.0,93.4
2146,21.2,37.0,93.4
2147,24.0,37.0,93.4
2148,20.8,37.0,93.4
2149,28.0,37.0,93.4
2150,8.7,37.0,93.4
2151,37.5,37.0,93.4
2152,18.2,37.0,93.4
2153,32.0,37.0,93.4
2154,16.0,38.0,93.4
2155,20.0,38.0,93.5
2156,26.1,38.0,93.4
2157,10.5,38.0,93.4
2158,12.5,38.0,93.4
2159,30.8,38.0,93.4
2160,27.3,38.0,93.4
2161,23.5,38.0,93.4
2162,23.1,38.0,93.4
2163,30.8,38.0,93.4
2164,16.7,38.0,93.4
2165,29.2,38.0,93.4
2166,23.1,38.0,93.4
2167,24.0,38.0,93.4
2168,33.3,38.0,93.4
2169,34.4,38.0,93.4
2170,26.9,38.0,93.4
2171,20.8,38.0,93.4
2172,23.1,38.0,93.4
2173,16.7,38.0,93.4
2174,16.7,37.0,93.4
2175,12.5,37.0,93.5
2176,26.9,37.0,93.4
2177,46.9,37.0,93.4
2178,15.4,37.0,93.4
2179,21.4,37.0,93.4
2180,18.2,37.0,93.4
2181,19.0,37.0,93.4
2182,23.1,37.0,93.4
2183,12.5,37.0,93.4
2184,8.3,37.0,93.4
2185,29.2,37.0,93.4
2186,25.0,37.0,93.4
2187,18.2,37.0,93.4
2188,8.7,37.0,93.4
2189,24.0,37.0,93.4
2190,12.5,37.0,93.4
2191,13.0,37.0,93.4
2192,17.4,37.0,93.4
2193,23.1,37.0,93.4
2194,20.8,35.0,93.4
2195,27.3,35.0,93.4
2196,9.7,35.0,93.4
2197,11.8,35.0,93.4
2198,7.4,35.0,93.4
2199,4.8,35.0,93.4
2200,8.3,35.0,93.4
2201,12.5,35.0,93.4
2202,16.7,35.0,93.4
2203,16.7,35.0,93.4
2204,18.8,35.0,93.4
2205,12.9,35.0,93.4
2206,16.0,35.0,93.4
2207,12.0,35.0,93.4
2208,16.0,35.0,93.4
2209,12.5,35.0,93.4
2210,18.8,35.0,93.4
2211,8.0,35.0,93.4
2212,15.0,35.0,93.4
2213,16.7,35.0,93.4
2214,22.6,32.0,93.4
2215,27.6,32.0,93.5
2216,18.8,32.0,93.4
2217,18.8,32.0,93.4
2218,19.4,32.0,93.4
2219,21.9,32.0,93.4
2220,18.8,32.0,93.4
2221,16.1,32.0,93.4
2222,53.1,32.0,93.4
2223,27.3,32.0,93.4
2224,19.2,32.0,93.4
2225,12.5,32.0,93.4
2226,16.0,32.0,93.4
2227,16.7,32.0,93.4
2228,8.7,32.0,93.4
2229,20.0,32.0,93.4
2230,12.5,32.0,93.4
2231,8.3,32.0,93.4
2232,8.3,32.0,93.4
2233,21.7,33.0,93.4
2234,32.3,33.0,93.4
2235,22.6,33.0,93.4
2236,16.7,33.0,93.4
2237,7.1,33.0,93.4
2238,16.0,33.0,93.4
2239,12.5,33.0,93.4
2240,8.3,33.0,93.3
2241,13.0,33.0,93.3
2242,21.2,33.0,93.3
2243,12.5,33.0,93.3
2244,9.7,33.0,93.3
2245,15.6,33.0,93.3
2246,20.0,33.0,93.3
2247,19.4,33.0,93.3
2248,8.3,33.0,93.3
2249,26.7,33.0,93.3
2250,29.0,33.0,93.3
2251,14.3,39.0,93.3
2252,8.3,39.0,93.4
2253,12.5,39.0,93.4
2254,16.1,39.0,93.3
2255,16.0,39.0,93.4
2256,18.8,39.0,93.4
2257,28.1,39.0,93.4
2258,27.3,39.0,93.4
2259,12.5,39.0,93.3
2260,20.8,39.0,93.3
2261,8.7,39.0,93.4
2262,12.5,39.0,93.4
2263,12.5,39.0,93.4
2264,20.8,39.0,93.4
2265,15.6,39.0,93.4
2266,25.8,39.0,93.4
2267,23.3,39.0,93.4
2268,20.0,39.0,93.4
2269,9.7,39.0,93.4
2270,16.0,37.0,93.4
2271,13.0,37.0,93.4
2272,12.0,37.0,93.4
2273,8.3,37.0,93.4
2274,25.0,37.0,93.4
2275,26.7,37.0,93.4
2276,17.6,37.0,93.4
2277,12.5,37.0,93.4
2278,16.7,37.0,93.4
2279,18.8,37.0,93.4
2280,16.1,37.0,93.4
2281,15.6,37.0,93.4
2282,27.3,37.0,93.4
2283,32.3,37.0,93.6
2284,16.7,37.0,93.8
2285,18.2,37.0,94.0
2286,25.8,37.0,94.3
2287,29.4,37.0,94.0
2288,25.8,19.0,94.1
2289,21.7,19.0,94.0
2290,18.2,19.0,94.1
2291,9.7,19.0,94.2
2292,15.4,19.0,94.2
2293,16.7,19.0,94.1
2294,16.7,19.0,94.1
2295,25.0,19.0,94.2
2296,8.3,19.0,94.1
2297,16.7,19.0,94.1
2298,0.0,19.0,94.2
2299,12.5,19.0,94.2
2300,12.5,19.0,94.2
2301,8.3,19.0,94.2
2302,12.5,19.0,94.1
2303,4.2,19.0,94.0
2304,42.0,19.0,94.0
2305,28.2,0.0,91.0
2306,25.8,0.0,88.3
2307,29.4,0.0,85.0
2308,22.7,0.0,82.2
2309,40.0,0.0,80.0
2310,20.0,0.0,76.4
2311,28.1,0.0,73.7
2312,26.7,0.0,70.8
2313,26.7,0.0,68.5
2314,13.8,0.0,67.1
2315,12.5,0.0,67.1
2316,4.3,0.0,67.1
2317,12.0,0.0,67.1
2318,12.5,0.0,67.1
2319,12.5,0.0,67.1
2320,8.3,0.0,67.1
2321,8.3,0.0,67.1
2322,8.7,0.0,67.1
2323,16.7,0.0,67.1
2324,16.0,0.0,67.1
2325,12.9,0.0,67.1
2326,12.0,0.0,67.1
2327,4.2,0.0,67.1
2328,4.2,0.0,67.1
2329,0.0,0.0,67.1
2330,8.3,0.0,67.1
2331,4.2,0.0,67.1
2332,6.2,0.0,67.1
2333,8.7,0.0,67.1
2334,4.3,0.0,67.1
2335,4.8,0.0,67.1
2336,10.3,0.0,67.1
2337,7.1,0.0,67.1
2338,0.0,0.0,67.1
2339,4.2,0.0,67.1
2340,3.1,0.0,67.1
2341,4.2,0.0,67.1
2342,12.5,0.0,67.1
2343,8.3,0.0,67.1
2344,21.9,0.0,67.1
2345,4.2,0.0,67.1
2346,0.0,0.0,67.1
2347,8.3,0.0,67.1
2348,0.0,0.0,67.1
2349,8.3,0.0,67.1
2350,4.2,0.0,67.1
2351,0.0,0.0,67.1
2352,0.0,0.0,67.1
2353,0.0,0.0,67.1
2354,8.3,0.0,67.1
2355,4.2,0.0,67.1
2356,4.2,0.0,67.1
2357,0.0,0.0,67.1
2358,0.0,0.0,67.1
2359,8.3,0.0,67.1
2360,0.0,0.0,67.1
2361,0.0,0.0,67.1
2362,4.2,0.0,67.1
2363,4.2,0.0,67.1
2364,8.3,0.0,67.1
2365,4.2,0.0,67.1
2366,0.0,0.0,67.1
2367,4.2,0.0,67.1
2368,0.0,0.0,67.1
2369,4.3,0.0,67.1
2370,4.8,0.0,67.1
2371,8.0,0.0,67.1
2372,0.0,0.0,67.1
2373,3.2,0.0,67.1
2374,11.1,0.0,67.1
2375,4.2,0.0,67.1
2376,0.0,0.0,67.2
2377,0.0,0.0,67.2
2378,0.0,0.0,67.1
2379,8.3,0.0,67.1
2380,0.0,0.0,67.1
2381,0.0,0.0,67.1
2382,0.0,0.0,67.2
2383,8.3,0.0,67.2
2384,0.0,0.0,67.1
2385,4.2,0.0,67.1
2386,0.0,0.0,67.1
2387,54.2,0.0,67.2
2388,15.2,0.0,67.1
2389,0.0,0.0,67.1
2390,4.2,0.0,67.2
2391,0.0,0.0,67.2
2392,0.0,0.0,67.1
2393,4.2,0.0,67.1
2394,0.0,0.0,67.1
2395,8.3,0.0,67.2
2396,0.0,0.0,67.2
2397,4.3,0.0,67.2
2398,17.4,0.0,67.2
2399,7.3,0.0,67.1
2400,0.0,0.0,67.1
2401,4.2,0.0,67.1
2402,8.0,0.0,67.2
2403,4.2,0.0,67.2
2404,10.0,0.0,67.2
2405,3.8,0.0,67.2
2406,9.1,0.0,67.1
2407,10.0,0.0,67.1
2408,8.3,0.0,67.2
2409,9.4,0.0,67.2
2410,4.2,0.0,67.2
2411,0.0,0.0,67.2
2412,0.0,0.0,67.2
2413,0.0,0.0,67.2
2414,0.0,0.0,67.2
2415,0.0,0.0,67.2
2416,0.0,0.0,67.2
2417,0.0,0.0,67.2
2418,8.3,0.0,67.2
2419,0.0,0.0,67.2
2420,0.0,0.0,67.2
2421,8.3,0.0,67.2
2422,8.3,0.0,67.2
2423,5.0,0.0,67.2
2424,0.0,0.0,67.2
2425,0.0,0.0,67.2
2426,3.7,0.0,67.2
2427,5.6,0.0,67.2
2428,0.0,0.0,67.2
2429,0.0,0.0,67.2
2430,4.2,0.0,67.2
2431,4.2,0.0,67.2
2432,8.3,0.0,67.2
2433,8.3,0.0,67.2
2434,8.3,0.0,67.2
2435,4.2,0.0,67.2
2436,8.3,0.0,67.2
2437,4.2,0.0,67.2
2438,0.0,0.0,67.2
2439,0.0,0.0,67.2
2440,4.2,0.0,67.1
2441,16.7,0.0,66.9
2442,13.0,0.0,66.7
2443,12.0,0.0,66.7
2444,0.0,0.0,66.7
2445,4.2,0.0,66.7
2446,4.2,0.0,66.7
2447,0.0,0.0,66.7
2448,4.2,0.0,66.7
2449,8.3,0.0,66.7
2450,0.0,0.0,66.7
2451,4.2,0.0,66.7
2452,0.0,0.0,66.7
2453,0.0,0.0,66.7
2454,4.2,0.0,66.7
2455,4.2,0.0,66.7
2456,0.0,0.0,66.7
2457,0.0,0.0,66.7
2458,4.3,0.0,66.7
2459,4.0,0.0,66.7
2460,4.3,0.0,66.7
2461,4.2,0.0,66.7
2462,4.5,0.0,66.7
2463,0.0,0.0,66.7
2464,0.0,0.0,66.7
2465,0.0,0.0,66.7
2466,4.0,0.0,66.7
2467,4.3,0.0,66.7
2468,0.0,0.0,66.7
2469,4.2,0.0,66.7
2470,3.6,0.0,66.7
2471,0.0,0.0,66.7
2472,7.4,0.0,66.7
2473,0.0,0.0,66.7
2474,0.0,0.0,66.7
2475,0.0,0.0,66.7
2476,0.0,0.0,66.7
2477,10.5,0.0,66.7
2478,8.3,0.0,66.7
2479,8.3,0.0,66.7
2480,4.2,0.0,66.7
2481,0.0,0.0,66.7
2482,4.2,0.0,66.7
2483,0.0,0.0,66.7
2484,0.0,0.0,66.7
2485,8.3,0.0,66.7
2486,8.3,0.0,66.7
2487,0.0,0.0,66.7
2488,6.9,0.0,66.8
2489,5.3,0.0,66.8
2490,4.2,0.0,66.8
2491,8.3,0.0,66.8
2492,4.2,0.0,66.8
2493,0.0,0.0,66.8
2494,0.0,0.0,66.8
2495,4.2,0.0,66.8
2496,4.2,0.0,66.8
2497,4.2,0.0,66.8
2498,4.2,0.0,66.8
2499,0.0,0.0,66.7
2500,8.3,0.0,66.8
2501,0.0,0.0,66.8
2502,8.0,0.0,66.7
2503,0.0,0.0,66.7
2504,8.3,0.0,66.7
2505,4.2,0.0,66.7
2506,4.2,0.0,66.8
2507,4.2,0.0,66.8
2508,8.3,0.0,66.8
2509,4.2,0.0,66.7
2510,4.2,0.0,66.7
2511,0.0,0.0,66.8
2512,0.0,0.0,66.8
2513,4.2,0.0,66.8
2514,4.2,0.0,66.8
2515,0.0,0.0,66.7
2516,0.0,0.0,66.7
2517,8.3,0.0,66.8
2518,4.2,0.0,66.8
2519,0.0,0.0,66.8
2520,4.2,0.0,66.8
2521,8.3,0.0,66.7
2522,4.2,0.0,66.8
2523,0.0,0.0,66.8
2524,8.3,0.0,66.8
2525,4.2,0.0,66.8
2526,4.2,0.0,66.8
2527,4.2,0.0,66.7
2528,0.0,0.0,66.8
2529,12.5,0.0,66.8
2530,8.7,0.0,66.8
2531,5.0,0.0,66.7
2532,4.0,0.0,66.8
2533,4.2,0.0,66.8
2534,3.7,0.0,66.8
2535,8.7,0.0,66.8
2536,4.0,0.0,66.8
2537,8.3,0.0,66.8
2538,3.4,0.0,66.9
2539,0.0,0.0,66.9
2540,13.0,0.0,66.8
2541,0.0,0.0,66.8
2542,0.0,0.0,66.8
2543,4.2,0.0,66.8
2544,8.3,0.0,66.8
2545,8.3,0.0,66.8
2546,3.7,0.0,66.8
2547,0.0,0.0,66.8
2548,4.3,0.0,66.8
2549,12.5,0.0,66.8
2550,0.0,0.0,66.8
2551,4.2,0.0,66.8
2552,8.3,0.0,66.8
2553,4.2,0.0,66.8
2554,4.2,0.0,66.8
2555,0.0,0.0,66.9
2556,8.3,0.0,66.8
2557,4.2,0.0,66.8
2558,4.2,0.0,66.8
2559,4.2,0.0,66.9
