                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    300,                0.98899,                0.52039,                 1.0346,                0.89379,                0.86847,                0.92204,                0.58992,                 1.3391,                0.63192,                 1.2692,              0.0040798,              0.0040798,              0.0040798
                    301,                 0.9813,                0.51319,                 1.0262,                0.89407,                0.86866,                0.92206,                   0.59,                 1.3394,                0.63217,                 1.2692,                0.00406,                0.00406,                0.00406
                    302,                0.97408,                0.50959,                 1.0307,                0.89604,                0.86683,                0.92199,                0.59002,                 1.3395,                0.63216,                 1.2691,              0.0040402,              0.0040402,              0.0040402
                    303,                0.98166,                0.51007,                   1.03,                0.89703,                0.86542,                0.92201,                0.59025,                 1.3397,                 0.6323,                 1.2695,              0.0040204,              0.0040204,              0.0040204
                    304,                0.97538,                0.51196,                 1.0323,                0.89696,                0.86613,                0.92198,                 0.5905,                 1.3397,                0.63211,                 1.2695,              0.0040006,              0.0040006,              0.0040006
                    305,                0.98318,                 0.5137,                 1.0286,                0.89738,                0.86606,                0.92213,                0.59051,                 1.3401,                0.63246,                 1.2696,              0.0039808,              0.0039808,              0.0039808
                    306,                0.97496,                0.50469,                 1.0313,                0.89761,                 0.8654,                 0.9221,                0.59021,                 1.3401,                0.63234,                 1.2698,               0.003961,               0.003961,               0.003961
                    307,                0.97623,                0.50566,                   1.03,                0.89804,                0.86515,                0.92206,                0.59027,                   1.34,                0.63265,                   1.27,              0.0039412,              0.0039412,              0.0039412
                    308,                0.96698,                0.50654,                 1.0301,                0.89854,                0.86547,                0.92214,                0.59079,                 1.3402,                0.63243,                 1.2701,              0.0039214,              0.0039214,              0.0039214
                    309,                0.96693,                0.51217,                 1.0268,                0.89809,                0.86561,                0.92208,                0.59063,                 1.3403,                0.63282,                   1.27,              0.0039016,              0.0039016,              0.0039016
                    310,                0.96232,                0.50382,                 1.0196,                  0.898,                0.86593,                0.92207,                0.59036,                 1.3406,                0.63322,                 1.2701,              0.0038818,              0.0038818,              0.0038818
                    311,                0.96804,                0.50523,                 1.0254,                 0.8983,                0.86581,                0.92202,                0.59048,                 1.3406,                0.63329,                 1.2701,               0.003862,               0.003862,               0.003862
                    312,                0.96653,                0.50236,                 1.0222,                0.89847,                0.86776,                  0.922,                0.59061,                 1.3405,                0.63336,                 1.2702,              0.0038422,              0.0038422,              0.0038422
                    313,                0.96708,                0.50839,                 1.0234,                0.89289,                0.87052,                0.92186,                 0.5902,                 1.3406,                0.63287,                 1.2701,              0.0038224,              0.0038224,              0.0038224
                    314,                0.96622,                0.50223,                 1.0222,                0.89882,                0.86752,                0.92191,                0.59019,                 1.3408,                 0.6332,                 1.2704,              0.0038026,              0.0038026,              0.0038026
                    315,                0.96243,                0.49957,                  1.022,                0.89305,                0.87067,                0.92178,                 0.5903,                 1.3412,                0.63367,                 1.2704,              0.0037828,              0.0037828,              0.0037828
                    316,                0.96184,                0.50035,                 1.0198,                0.89319,                0.87096,                0.92146,                0.59007,                 1.3411,                0.63419,                 1.2705,               0.003763,               0.003763,               0.003763
                    317,                0.95973,                0.50181,                 1.0208,                0.89347,                0.87094,                0.92194,                0.59029,                  1.341,                0.63419,                 1.2704,              0.0037432,              0.0037432,              0.0037432
                    318,                0.96602,                 0.5033,                 1.0249,                0.89291,                0.87134,                 0.9219,                 0.5902,                  1.341,                0.63381,                 1.2704,              0.0037234,              0.0037234,              0.0037234
                    319,                0.96643,                0.50391,                 1.0239,                0.89293,                0.87169,                0.92159,                0.58992,                 1.3412,                0.63377,                 1.2703,              0.0037036,              0.0037036,              0.0037036
                    320,                0.96307,                0.50108,                 1.0241,                0.89277,                0.87184,                 0.9219,                0.59054,                 1.3412,                0.63358,                 1.2703,              0.0036838,              0.0036838,              0.0036838
                    321,                0.95726,                0.50038,                 1.0216,                0.89314,                 0.8723,                0.92174,                0.59042,                 1.3417,                  0.634,                 1.2706,               0.003664,               0.003664,               0.003664
                    322,                 0.9672,                0.49659,                 1.0203,                0.89301,                0.87248,                0.92158,                0.59019,                 1.3416,                 0.6343,                 1.2705,              0.0036442,              0.0036442,              0.0036442
                    323,                0.95575,                0.49587,                 1.0185,                0.89354,                0.87211,                0.92151,                0.59023,                 1.3417,                0.63514,                 1.2705,              0.0036244,              0.0036244,              0.0036244
                    324,                0.93966,                0.49102,                 1.0121,                0.89322,                 0.8718,                0.92168,                0.59051,                 1.3418,                0.63476,                 1.2706,              0.0036046,              0.0036046,              0.0036046
                    325,                0.95374,                0.49477,                 1.0176,                0.89312,                0.87267,                0.92163,                0.59044,                 1.3419,                 0.6352,                 1.2708,              0.0035848,              0.0035848,              0.0035848
                    326,                0.95138,                0.49601,                 1.0153,                0.89372,                 0.8722,                0.92183,                0.59027,                 1.3419,                0.63524,                  1.271,               0.003565,               0.003565,               0.003565
                    327,                0.95347,                0.49096,                 1.0207,                 0.8936,                0.87284,                0.92155,                0.59032,                 1.3421,                0.63523,                 1.2711,              0.0035452,              0.0035452,              0.0035452
                    328,                0.94621,                0.49199,                 1.0161,                0.89276,                0.87435,                0.92141,                0.59015,                 1.3419,                0.63523,                  1.271,              0.0035254,              0.0035254,              0.0035254
                    329,                0.94892,                0.49396,                 1.0195,                0.89161,                0.87557,                0.92172,                0.59061,                 1.3419,                0.63522,                 1.2711,              0.0035056,              0.0035056,              0.0035056
                    330,                 0.9517,                0.49249,                 1.0183,                0.89169,                0.87575,                0.92161,                0.59039,                  1.342,                0.63549,                 1.2711,              0.0034858,              0.0034858,              0.0034858
                    331,                0.93704,                0.49148,                 1.0107,                0.89107,                0.87595,                0.92165,                0.59032,                 1.3419,                0.63518,                 1.2711,               0.003466,               0.003466,               0.003466
                    332,                0.94041,                0.48791,                 1.0089,                0.89144,                0.87523,                0.92144,                0.59047,                 1.3417,                0.63478,                  1.271,              0.0034462,              0.0034462,              0.0034462
                    333,                0.94051,                0.48615,                 1.0124,                0.89153,                0.87559,                0.92117,                0.58999,                 1.3415,                0.63473,                 1.2711,              0.0034264,              0.0034264,              0.0034264
                    334,                0.94568,                0.48936,                 1.0124,                 0.8913,                0.87481,                0.92076,                0.58982,                 1.3415,                0.63524,                 1.2712,              0.0034066,              0.0034066,              0.0034066
                    335,                0.94695,                0.48505,                 1.0129,                0.89111,                0.87503,                0.92059,                0.58989,                 1.3412,                0.63507,                 1.2711,              0.0033868,              0.0033868,              0.0033868
                    336,                0.94225,                0.48922,                 1.0135,                0.89111,                0.87494,                0.92061,                0.58984,                 1.3412,                0.63513,                 1.2711,               0.003367,               0.003367,               0.003367
                    337,                0.93841,                 0.4911,                 1.0108,                0.89079,                0.87468,                0.92073,                0.58989,                 1.3411,                0.63536,                 1.2711,              0.0033472,              0.0033472,              0.0033472
                    338,                0.93597,                0.48783,                  1.011,                0.89043,                0.87557,                0.92069,                0.58998,                  1.341,                0.63564,                  1.271,              0.0033274,              0.0033274,              0.0033274
                    339,                0.94284,                0.49327,                 1.0152,                0.89008,                0.87575,                0.92057,                0.59016,                 1.3409,                0.63555,                 1.2711,              0.0033076,              0.0033076,              0.0033076
                    340,                0.94088,                0.48753,                 1.0134,                0.89031,                0.87607,                0.92078,                0.59034,                 1.3408,                0.63548,                 1.2711,              0.0032878,              0.0032878,              0.0032878
                    341,                0.94275,                0.48695,                 1.0135,                 0.8904,                0.87673,                0.92056,                0.59037,                 1.3405,                0.63598,                 1.2709,               0.003268,               0.003268,               0.003268
                    342,                0.94521,                0.48725,                  1.015,                0.89019,                0.87551,                0.92038,                0.59015,                 1.3404,                0.63601,                 1.2709,              0.0032482,              0.0032482,              0.0032482
                    343,                0.93433,                0.48118,                 1.0084,                0.89039,                0.87611,                0.92041,                0.59027,                 1.3404,                0.63617,                 1.2709,              0.0032284,              0.0032284,              0.0032284
                    344,                0.94102,                0.48424,                 1.0125,                0.88988,                0.87621,                0.92036,                0.59034,                 1.3404,                0.63626,                 1.2712,              0.0032086,              0.0032086,              0.0032086
                    345,                  0.936,                0.48582,                 1.0115,                0.89082,                0.87395,                0.92035,                0.59027,                 1.3403,                0.63653,                 1.2711,              0.0031888,              0.0031888,              0.0031888
                    346,                 0.9245,                0.48739,                 1.0107,                0.89029,                0.87384,                0.92038,                0.59056,                 1.3404,                0.63626,                 1.2713,               0.003169,               0.003169,               0.003169
                    347,                 0.9317,                0.48489,                 1.0102,                0.89001,                0.87591,                0.92034,                0.59022,                 1.3407,                0.63647,                 1.2715,              0.0031492,              0.0031492,              0.0031492
                    348,                0.92949,                0.48176,                 1.0081,                0.89099,                0.87251,                0.92029,                0.59002,                 1.3408,                0.63692,                 1.2716,              0.0031294,              0.0031294,              0.0031294
                    349,                0.92745,                0.47253,                 1.0051,                0.89028,                0.87665,                0.92026,                0.58978,                 1.3409,                0.63728,                 1.2717,              0.0031096,              0.0031096,              0.0031096
                    350,                0.92536,                0.48047,                 1.0068,                0.88901,                0.87771,                0.92016,                0.58967,                  1.341,                0.63727,                 1.2717,              0.0030898,              0.0030898,              0.0030898
                    351,                0.92429,                0.47387,                 1.0031,                0.88895,                0.87764,                0.92011,                0.58924,                 1.3408,                0.63748,                 1.2718,                0.00307,                0.00307,                0.00307
                    352,                0.91772,                0.47811,                 1.0029,                0.88599,                0.87964,                0.91999,                0.58963,                 1.3409,                 0.6371,                 1.2717,              0.0030502,              0.0030502,              0.0030502
                    353,                0.91665,                0.47664,                 1.0042,                0.88687,                0.87927,                 0.9198,                0.58981,                 1.3408,                0.63738,                 1.2718,              0.0030304,              0.0030304,              0.0030304
                    354,                0.91792,                0.46971,                 1.0062,                0.88794,                0.87669,                0.91953,                0.58935,                 1.3409,                0.63803,                 1.2719,              0.0030106,              0.0030106,              0.0030106
                    355,                0.92333,                0.47519,                 1.0027,                0.88606,                0.87923,                0.91972,                0.58934,                  1.341,                0.63821,                  1.272,              0.0029908,              0.0029908,              0.0029908
                    356,                0.91975,                0.47954,                0.99981,                0.88528,                0.87959,                0.91947,                0.58926,                 1.3412,                0.63846,                 1.2723,               0.002971,               0.002971,               0.002971
                    357,                0.91172,                0.47313,                 1.0019,                 0.8848,                0.87927,                0.91966,                0.58958,                 1.3411,                0.63851,                 1.2723,              0.0029512,              0.0029512,              0.0029512
                    358,                0.91491,                0.47041,                 1.0012,                0.88386,                 0.8794,                0.91946,                0.58982,                  1.341,                0.63849,                  1.272,              0.0029314,              0.0029314,              0.0029314
                    359,                0.91887,                0.47817,                 1.0046,                0.88396,                0.88019,                0.91939,                0.58982,                  1.341,                0.63846,                 1.2721,              0.0029116,              0.0029116,              0.0029116
                    360,                0.91405,                0.47619,                 1.0042,                0.88383,                0.87984,                0.91925,                0.58948,                 1.3409,                 0.6388,                 1.2723,              0.0028918,              0.0028918,              0.0028918
                    361,                0.91054,                0.46995,                 1.0003,                 0.8831,                0.87994,                0.91932,                0.58962,                 1.3406,                0.63873,                 1.2722,               0.002872,               0.002872,               0.002872
                    362,                0.91334,                0.46614,                 1.0019,                0.88235,                0.88019,                0.91941,                0.58988,                 1.3407,                0.63912,                 1.2722,              0.0028522,              0.0028522,              0.0028522
                    363,                0.90648,                0.46878,                0.99883,                 0.8826,                0.87997,                0.91928,                0.58957,                 1.3409,                0.63974,                 1.2723,              0.0028324,              0.0028324,              0.0028324
                    364,                0.91299,                0.47291,                 1.0042,                0.88215,                0.88079,                0.91931,                0.58905,                  1.341,                 0.6398,                 1.2726,              0.0028126,              0.0028126,              0.0028126
                    365,                0.91068,                0.47377,                 1.0066,                0.88301,                0.87982,                0.91957,                0.58943,                 1.3408,                0.64046,                 1.2726,              0.0027928,              0.0027928,              0.0027928
                    366,                0.91393,                0.47137,                  1.007,                 0.8818,                0.88115,                0.91967,                0.58964,                 1.3408,                0.64066,                 1.2726,               0.002773,               0.002773,               0.002773
                    367,                0.90931,                  0.472,                0.99754,                0.88158,                0.88019,                0.91963,                0.58939,                 1.3411,                0.64072,                  1.273,              0.0027532,              0.0027532,              0.0027532
                    368,                0.90303,                0.45624,                0.99257,                0.88213,                0.88107,                0.91956,                0.58932,                  1.341,                  0.641,                 1.2731,              0.0027334,              0.0027334,              0.0027334
                    369,                 0.9074,                0.46694,                0.99496,                0.88141,                 0.8823,                0.91952,                0.58963,                 1.3417,                0.64172,                 1.2734,              0.0027136,              0.0027136,              0.0027136
